"ds_id","monitoring_network","subregion_id","year","stage2_tier","has_carbon","has_biovolume","has_abundance","has_chlorophyll","has_taxonomy","potential_convertibility_state"
"DS06","SMHI_SHARK","skagerrak_kattegat",2021,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2022,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2023,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2024,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","southern_and_central_north_sea",2018,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","southern_and_central_north_sea",2019,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","southern_and_central_north_sea",2020,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2002,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2003,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2004,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2005,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2006,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2007,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2011,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2012,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2013,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2014,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2015,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2016,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2017,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2018,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid",2019,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2001,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2002,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2003,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2004,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2005,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2006,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2007,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2011,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2012,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2013,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2014,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2015,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2016,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2017,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2018,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea",2019,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS09","AWI_SYLT","outside_or_invalid",1992,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1993,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1994,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1995,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1996,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1997,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1998,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",1999,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",2000,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",2001,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",2002,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",2003,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","outside_or_invalid",2004,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1992,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1993,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1994,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1995,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1996,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1997,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1998,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",1999,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",2000,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",2001,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",2002,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",2003,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS09","AWI_SYLT","southern_and_central_north_sea",2004,"D",FALSE,FALSE,TRUE,FALSE,FALSE,"not_convertible_from_current_evidence"
"DS10","VLIZ_LIFEWATCH","southern_and_central_north_sea",2017,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS10","VLIZ_LIFEWATCH","southern_and_central_north_sea",2018,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS10","VLIZ_LIFEWATCH","southern_and_central_north_sea",2019,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2000,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2001,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2002,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2003,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2004,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2005,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2006,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2007,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2008,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2009,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2010,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2011,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2012,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2013,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2014,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2015,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2016,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2017,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2018,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid",2019,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2000,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2001,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2002,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2003,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2004,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2005,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2006,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2007,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2008,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2009,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2010,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2011,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2012,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2013,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2014,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2015,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2016,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2017,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2018,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","skagerrak_kattegat",2019,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2000,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2001,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2002,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2003,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2004,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2005,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2006,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2007,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2008,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2009,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2010,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2011,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2012,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2013,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2014,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2015,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2016,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2017,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2018,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS11","VLIZ_LIFEWATCH","southern_and_central_north_sea",2019,"E",FALSE,FALSE,FALSE,TRUE,FALSE,"not_convertible_from_current_evidence"
"DS12","CPR_SURVEY","outside_or_invalid",1946,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1947,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1948,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1949,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1950,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1951,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1952,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1953,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1954,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1955,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1956,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1957,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1958,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1959,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1960,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1961,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1962,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1963,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1964,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1965,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1966,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1967,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1968,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1969,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1970,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1971,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1972,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1973,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1974,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1975,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1976,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1977,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1978,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1979,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1980,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1981,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1982,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1983,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1984,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS12","CPR_SURVEY","outside_or_invalid",1985,"D",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
