"ds_id","monitoring_network","subregion_id","method_epoch","year","season","sample_count","unique_sampling_days","sampled_months","target_bloom_season_adequacy"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2007,"summer",25,21,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2007,"winter",17,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2008,"autumn",21,17,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2008,"spring",26,22,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2008,"summer",26,22,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2008,"winter",16,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2009,"autumn",12,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2009,"spring",21,19,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2009,"summer",21,17,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2009,"winter",10,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2010,"autumn",29,22,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2010,"spring",29,20,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2010,"summer",29,23,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2010,"winter",2,2,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2011,"autumn",20,17,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2011,"spring",25,22,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2011,"summer",26,22,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2011,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2012,"autumn",21,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2012,"spring",24,21,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2012,"summer",26,20,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2012,"winter",8,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2013,"autumn",21,20,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2013,"spring",21,18,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2013,"summer",28,25,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2013,"winter",8,5,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2014,"autumn",21,21,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2014,"spring",26,21,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2014,"summer",25,22,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2014,"winter",7,5,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2015,"autumn",20,17,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2015,"spring",24,21,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2015,"summer",27,23,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2015,"winter",9,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2016,"autumn",20,20,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2016,"spring",22,20,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2016,"summer",25,24,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2016,"winter",13,12,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2017,"autumn",18,17,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2017,"spring",24,18,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2017,"summer",26,24,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2017,"winter",12,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2018,"autumn",19,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2018,"spring",22,18,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2018,"summer",26,25,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2018,"winter",11,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2019,"autumn",16,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2019,"spring",15,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2019,"summer",19,19,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2019,"winter",11,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2000,"autumn",18,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2000,"spring",20,18,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2000,"summer",21,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2000,"winter",12,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2001,"autumn",20,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2001,"spring",22,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2001,"summer",17,13,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2001,"winter",13,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2002,"autumn",20,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2002,"spring",21,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2002,"summer",14,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2002,"winter",13,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2003,"autumn",20,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2003,"spring",19,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2003,"summer",23,18,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2003,"winter",15,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2004,"autumn",16,13,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2004,"spring",11,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2004,"summer",20,20,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2004,"winter",14,13,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2005,"autumn",19,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2005,"spring",16,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2005,"summer",23,19,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2005,"winter",11,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2006,"autumn",18,13,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2006,"spring",19,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2006,"summer",19,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2006,"winter",14,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2007,"autumn",13,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2007,"spring",16,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2007,"summer",17,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2007,"winter",13,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2008,"autumn",8,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2008,"spring",10,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2008,"summer",11,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2008,"winter",8,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2009,"autumn",11,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2009,"spring",12,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2009,"summer",12,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2009,"winter",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2010,"autumn",9,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2010,"spring",9,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2010,"summer",12,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2010,"winter",3,3,1,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2011,"autumn",13,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2011,"spring",16,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2011,"summer",17,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2011,"winter",10,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2012,"autumn",10,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2012,"spring",12,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2012,"summer",11,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2012,"winter",4,4,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2013,"autumn",12,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2013,"spring",9,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2013,"summer",10,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2013,"winter",8,8,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2014,"autumn",8,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2014,"spring",14,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2014,"summer",10,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2014,"winter",7,6,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2015,"autumn",10,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2015,"spring",12,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2015,"summer",11,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2015,"winter",6,4,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2016,"autumn",13,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2016,"spring",17,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2016,"summer",17,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2016,"winter",8,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2017,"autumn",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2017,"spring",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2017,"summer",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2017,"winter",2,2,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2018,"autumn",10,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2018,"spring",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2018,"summer",10,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2018,"winter",4,4,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2019,"autumn",13,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2019,"spring",15,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2019,"summer",17,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2019,"winter",10,9,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2000,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2000,"spring",13,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2000,"summer",14,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2000,"winter",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2001,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2001,"spring",13,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2001,"summer",16,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2001,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2002,"autumn",9,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2002,"spring",13,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2002,"summer",16,15,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2002,"winter",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2003,"autumn",8,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2003,"spring",12,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2003,"summer",17,16,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2003,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2004,"autumn",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2004,"spring",15,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2004,"summer",12,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2004,"winter",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2005,"autumn",9,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2005,"spring",13,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2005,"summer",11,11,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2005,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2006,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2006,"spring",10,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2006,"summer",14,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2006,"winter",5,5,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2007,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2007,"spring",11,10,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2007,"summer",12,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2007,"winter",7,7,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2008,"autumn",4,4,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2008,"spring",4,4,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2008,"summer",4,4,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2008,"winter",2,2,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2009,"autumn",8,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2009,"spring",12,12,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2009,"summer",14,14,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2009,"winter",8,8,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2010,"autumn",6,6,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2010,"spring",6,6,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2010,"summer",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2010,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2015,"spring",1,1,1,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2016,"autumn",5,5,2,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2016,"spring",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2016,"summer",5,5,3,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2016,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2017,"spring",1,1,1,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1994,"spring",2,2,2,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1994,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1995,"autumn",2,2,2,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1995,"spring",1,1,1,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1996,"autumn",2,2,2,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1996,"spring",1,1,1,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1997,"autumn",5,5,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1997,"spring",2,2,2,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1997,"summer",7,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1997,"winter",4,4,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2000,"autumn",5,5,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2000,"spring",5,5,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2000,"summer",7,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2000,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2001,"autumn",6,6,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2001,"spring",10,10,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2001,"summer",11,11,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2001,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2002,"autumn",12,7,2,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2002,"spring",16,8,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2002,"summer",24,12,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2002,"winter",14,8,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2003,"autumn",8,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2003,"spring",9,8,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2003,"summer",12,12,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2003,"winter",8,8,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2004,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2004,"spring",9,9,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2004,"summer",12,12,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2004,"winter",9,9,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2005,"autumn",8,8,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2005,"spring",9,9,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2005,"summer",11,11,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2005,"winter",7,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2006,"autumn",9,9,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2006,"spring",8,8,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2006,"summer",12,11,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2006,"winter",7,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2007,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2007,"spring",6,6,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2007,"summer",12,11,3,"not_assessed_until_stage4_design"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2007,"winter",5,5,2,"not_assessed_until_stage4_design"
