"ds_id","monitoring_network","subregion_id","method_epoch","year","first_date","last_date","sample_count","unique_sampling_days","sampled_months","sampled_seasons","median_gap_days","gap_p90_days","longest_gap_days","supports_daily","supports_3_day","supports_7_day","supports_cadence_matched","adequacy_state"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2014,"2014-01-07","2014-11-25",39,33,11,4,9.5,19.6,22,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2015,"2015-01-19","2015-12-03",39,31,12,4,11.5,18.1,23,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2016,"2016-01-26","2016-12-13",55,49,12,4,7,13,20,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2017,"2017-01-25","2017-11-06",20,20,11,4,14,21.2,29,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2018,"2018-01-10","2018-12-20",31,31,12,4,13,20.2,29,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2019,"2019-01-10","2019-12-17",55,47,12,4,7,13,22,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-20","2000-12-20",39,38,12,4,7,15.4,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-10","2001-12-17",42,41,12,4,7.5,17.4,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-15","2002-12-18",43,39,12,4,7.5,15.3,30,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-23","2003-12-11",43,42,12,4,7,14,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-15","2004-12-15",38,36,12,4,7,20.6,27,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-01-24","2005-12-13",39,37,12,4,8,15.5,20,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2006,"2006-02-13","2006-12-20",36,34,11,4,8,19,22,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2007,"2007-01-08","2007-12-18",37,36,12,4,9,18.4,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2008,"2008-02-14","2008-12-11",14,14,10,4,16,42,48,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2009,"2009-01-07","2009-12-15",42,42,12,4,7,18,25,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2010,"2010-02-23","2010-11-25",18,18,9,4,15,21.6,33,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2015,"2015-05-21","2015-05-21",1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2016,"2016-02-26","2016-10-31",16,16,9,4,15,25.8,31,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","southern_and_central_north_sea","unknown_not_harmonized",2017,"2017-05-09","2017-05-09",1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1994,"1994-04-12","1994-12-11",3,3,3,2,121.5,191.5,209,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1995,"1995-05-23","1995-11-14",3,3,3,2,87.5,101.5,105,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1996,"1996-03-16","1996-11-05",3,3,3,2,117,188.2,206,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",1997,"1997-01-25","1997-12-16",18,18,11,4,15,37.4,50,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2000,"2000-01-22","2000-12-16",23,23,12,4,12.5,27.7,34,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2001,"2001-01-15","2001-12-13",33,33,12,4,4,24.8,41,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2002,"2002-01-11","2002-12-12",66,35,11,4,4,23,44,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2003,"2003-01-13","2003-12-11",37,35,12,4,5.5,23.7,31,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2004,"2004-01-12","2004-12-09",37,37,12,4,4,23,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2005,"2005-01-17","2005-12-15",35,35,12,4,4,23,30,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2006,"2006-01-16","2006-12-14",36,35,12,4,4,24.7,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2007,"2007-02-05","2007-12-13",30,29,11,4,4.5,29.6,36,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2008,"2008-01-14","2008-12-11",38,37,12,4,4.5,23,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2009,"2009-01-17","2009-12-10",38,37,12,4,4,23,30,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2010,"2010-01-17","2010-12-07",40,39,12,4,4,23.3,31,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2011,"2011-01-10","2011-12-16",29,28,10,4,4,31,65,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2012,"2012-01-09","2012-12-22",30,27,11,4,5,39.5,54,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2013,"2013-01-29","2013-12-18",43,40,12,4,2,19.2,47,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2014,"2014-02-06","2014-12-08",23,20,10,4,17,40,48,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2015,"2015-01-12","2015-12-11",38,34,12,4,11,20,31,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2016,"2016-01-11","2016-12-12",34,26,12,4,2,32.6,38,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2017,"2017-01-13","2017-12-19",30,27,11,4,3.5,33,64,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2018,"2018-01-04","2018-12-19",294,124,12,4,1,6.8,14,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2019,"2019-01-07","2019-12-18",327,143,12,4,1,6,13,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2020,"2020-01-06","2020-12-16",379,155,12,4,1,5,16,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2021,"2021-01-08","2021-12-21",467,171,12,4,1,5,8,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2022,"2022-01-09","2022-12-19",433,174,12,4,1,5,9,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2023,"2023-01-02","2023-12-18",343,154,12,4,1,5,7,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","skagerrak_kattegat","unknown_not_harmonized",2024,"2024-01-08","2024-12-15",226,118,12,4,1,6.40000000000001,14,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","southern_and_central_north_sea","unknown_not_harmonized",2018,"2018-01-18","2018-12-12",14,14,12,4,28,33.6,35,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","southern_and_central_north_sea","unknown_not_harmonized",2019,"2019-01-22","2019-12-17",56,21,12,4,15,32.3,35,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS06","SMHI_SHARK","southern_and_central_north_sea","unknown_not_harmonized",2020,"2020-01-19","2020-12-15",56,27,12,4,6.5,28.5,34,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2002,"2002-11-20","2002-12-11",3,3,2,2,10.5,13.3,14,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2003,"2003-01-30","2003-11-19",37,37,10,4,7,10.5,43,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2004,"2004-04-07","2004-08-13",67,67,5,2,2,2,8,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2005,"2005-09-12","2005-11-17",3,3,3,1,33,33,33,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2006,"2006-01-30","2006-11-09",20,20,11,4,12,24.6,44,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2007,"2007-01-03","2007-12-12",12,12,11,4,29,53,67,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2008,"2008-01-13","2008-12-04",12,12,12,4,32,35,51,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2009,"2009-03-20","2009-08-01",8,8,6,2,17,24.4,25,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2010,"2010-03-20","2010-06-30",5,5,4,2,25,27.4,28,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2011,"2011-03-12","2011-12-13",16,16,10,4,16,30.8,42,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2012,"2012-05-21","2012-12-09",10,10,5,3,8,52,108,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2013,"2013-01-08","2013-12-12",14,14,11,4,24,39.2,47,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2014,"2014-01-17","2014-11-18",6,6,6,3,32,132.6,189,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2015,"2015-05-19","2015-12-23",10,10,6,4,13,44.6,103,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2016,"2016-01-22","2016-04-01",4,4,4,2,25,29,30,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2017,"2017-02-23","2017-11-15",14,14,8,4,19,22.4,75,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2018,"2018-04-15","2018-12-24",9,9,7,4,20.5,54.4,88,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","outside_or_invalid","unknown_not_harmonized",2019,"2019-01-13","2019-12-22",12,12,7,3,12,25,197,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-04-23","2001-12-24",57,51,9,4,3.5,10.2,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-03-28","2002-08-27",14,14,5,2,4,20.8,76,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-02-09","2003-09-19",20,20,7,4,4,29.2,62,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-16","2004-09-25",36,26,8,4,4,24,68,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-03-01","2005-09-20",18,14,7,3,16,29.2,48,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2006,"2006-02-10","2006-11-23",23,23,10,4,12,23,31,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2007,"2007-02-17","2007-12-07",21,21,8,4,8,28.8,78,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2008,"2008-01-08","2008-12-24",27,26,12,4,8,26.2,60,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2009,"2009-01-10","2009-11-21",36,30,10,4,10,16,38,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2010,"2010-01-12","2010-12-30",34,30,12,4,8,24,34,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2011,"2011-01-01","2011-12-27",32,31,12,4,11.5,21.4,33,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2012,"2012-01-03","2012-12-26",88,58,12,4,7,15,18,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2013,"2013-01-03","2013-12-08",24,23,12,4,9.5,32,43,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2014,"2014-01-09","2014-10-26",20,17,10,4,16,30.5,45,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2015,"2015-02-20","2015-12-04",30,30,11,4,9,18,23,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2016,"2016-01-05","2016-12-20",34,34,12,4,8,16,32,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2017,"2017-01-10","2017-12-13",35,35,12,4,7.5,21.2,37,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2018,"2018-01-14","2018-12-21",17,15,9,3,16,31,136,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS07","CEFAS_SMARTBUOY","southern_and_central_north_sea","unknown_not_harmonized",2019,"2019-01-27","2019-12-12",40,35,12,4,8,14.5,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1992,"1992-08-26","1992-12-02",12,4,4,3,35,51.8,56,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1993,"1993-01-06","1993-10-21",48,16,8,4,7,50.4,63,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1994,"1994-04-14","1994-10-06",6,2,2,2,175,175,175,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1995,"1995-01-12","1995-12-28",84,28,11,4,7,39.4,73,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1996,"1996-01-15","1996-12-30",66,22,9,3,7,32,129,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1997,"1997-01-02","1997-12-04",75,25,9,4,7,31.7,102,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1998,"1998-03-30","1998-07-23",33,11,5,2,7,19.7,35,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",1999,"1999-04-15","1999-10-28",20,10,2,2,4,39.5999999999999,158,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",2000,"2000-04-03","2000-12-14",38,19,6,4,4,40.4,91,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",2001,"2001-04-19","2001-10-18",22,11,4,2,7,30.8,119,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",2002,"2002-02-21","2002-12-27",18,9,8,4,41,57.4,77,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",2003,"2003-01-02","2003-12-17",36,12,7,4,16,77,90,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","outside_or_invalid","unknown_not_harmonized",2004,"2004-01-08","2004-12-30",27,9,8,4,42,80.5,105,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1992,"1992-09-02","1992-12-23",36,12,4,2,7,14,34,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1993,"1993-01-13","1993-12-30",105,35,12,4,7,19.2,42,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1994,"1994-01-06","1994-12-29",237,58,12,4,4,7,42,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1995,"1995-01-05","1995-12-21",339,68,12,4,4,7,38,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1996,"1996-03-07","1996-12-19",270,54,10,4,4,9.40000000000001,39,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1997,"1997-01-16","1997-12-15",363,70,12,4,4,7,24,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1998,"1998-01-05","1998-12-17",282,63,12,4,4,8.8,28,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",1999,"1999-01-07","1999-12-23",120,60,10,4,4,7,79,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-06","2000-12-21",128,64,11,4,4,7,35,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-04","2001-12-20",110,55,12,4,4.5,7.7,35,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-03","2002-12-19",98,49,12,4,7,14,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-23","2003-12-11",120,40,12,4,7,14,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS09","AWI_SYLT","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-15","2004-12-16",129,43,12,4,7,13.9,15,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS10","VLIZ_LIFEWATCH","southern_and_central_north_sea","unknown_not_harmonized",2017,"2017-05-08","2017-12-19",127,19,7,4,1,33.6,54,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS10","VLIZ_LIFEWATCH","southern_and_central_north_sea","unknown_not_harmonized",2018,"2018-01-30","2018-12-18",174,27,11,4,2,30.5,54,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS10","VLIZ_LIFEWATCH","southern_and_central_north_sea","unknown_not_harmonized",2019,"2019-02-20","2019-12-18",140,27,11,4,1,33,35,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid","unknown_not_harmonized",2000,"2000-01-04","2000-12-04",25,13,12,4,28,28,29,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid","unknown_not_harmonized",2001,"2001-01-02","2001-12-03",32,15,12,4,28,28,29,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid","unknown_not_harmonized",2002,"2002-01-02","2002-12-30",250,34,12,4,8,24.8,29,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid","unknown_not_harmonized",2003,"2003-01-23","2003-12-29",188,45,12,4,7,12.7,18,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid","unknown_not_harmonized",2004,"2004-01-08","2004-12-29",169,38,12,4,7,17.6,34,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS11","VLIZ_LIFEWATCH","outside_or_invalid","unknown_not_harmonized",2005,"2005-01-05","2005-12-21",173,38,12,4,7,18.8,28,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
